name,type,location,website
Empire Beauty School - Boston,2 Year,"Boston, MA",https://www.niche.com/colleges/empire-beauty-school---boston/
Palomar Institute of Cosmetology,2 Year,"San Marcos, CA",https://www.niche.com/colleges/palomar-institute-of-cosmetology/
Artistic Academy of Hair Design,2 Year,"Morris Plains, NJ",https://www.niche.com/colleges/artistic-academy-of-hair-design/
Dorsey Business School - Roseville Culinary Academy,2 Year,"Roseville, MI",https://www.niche.com/colleges/dorsey-business-school---roseville-culinary-academy/
Industrial Management Training Institute,2 Year,"Waterbury, CT",https://www.niche.com/colleges/industrial-management-training-institute/
Palo Alto University,4 Year,"Palo Alto, CA",https://www.niche.com/colleges/palo-alto-university/
Paul Mitchell the School - Charleston,2 Year,"North Charleston, SC",https://www.niche.com/colleges/paul-mitchell-the-school---charleston/
Southwest University of Visual Arts - Tucson,4 Year,"Tucson, AZ",https://www.niche.com/colleges/southwest-university-of-visual-arts---tucson/
St. Luke's College,4 Year,"Sioux City, IA",https://www.niche.com/colleges/st-lukes-college/
Bayamon Community College,2 Year,"Bayamon, PR",https://www.niche.com/colleges/bayamon-community-college/
Central Career Institute,2 Year,"South Plainfield, NJ",https://www.niche.com/colleges/central-career-institute/
Genesis Career College - Lebanon,2 Year,"Lebanon, TN",https://www.niche.com/colleges/genesis-career-college---lebanon/
HDS Truck Driving Institute,2 Year,"Tucson, AZ",https://www.niche.com/colleges/hds-truck-driving-institute/
Hobe Sound Bible College,4 Year,"Hobe Sound, FL",https://www.niche.com/colleges/hobe-sound-bible-college/
Southern California University of Health Sciences,4 Year,"Whittier, CA",https://www.niche.com/colleges/southern-california-university-of-health-sciences/
State Career College,2 Year,"Waukegan, IL",https://www.niche.com/colleges/state-career-college/
CES College,2 Year,"Burbank, CA",https://www.niche.com/colleges/ces-college/
Rio Grande Bible Institute,4 Year,"Edinburg, TX",https://www.niche.com/colleges/rio-grande-bible-institute/
Spa Tech Institute - Westbrook,2 Year,"Westbrook, ME",https://www.niche.com/colleges/spa-tech-institute---westbrook/
Empire Beauty School - Cincinnati,2 Year,"Cincinnati, OH",https://www.niche.com/colleges/empire-beauty-school---cincinnati/
Industrial Technical College,2 Year,"Humacao, PR",https://www.niche.com/colleges/industrial-technical-college/
Modern Hairstyling Institute - Carolina,2 Year,"Carolina, PR",https://www.niche.com/colleges/modern-hairstyling-institute---carolina/
Paul Mitchell the School - Tampa,2 Year,"Tampa, FL",https://www.niche.com/colleges/paul-mitchell-the-school---tampa/
St. Joseph School of Nursing - Rhode Island,2 Year,"North Providence, RI",https://www.niche.com/colleges/st-joseph-school-of-nursing---rhode-island/
Berkeley College - Paramus,4 Year,"Paramus, NJ",https://www.niche.com/colleges/berkeley-college---paramus/
Dewey University - Juana Diaz,4 Year,"Juana Diaz, PR",https://www.niche.com/colleges/dewey-university---juana-diaz/
Erie 2-Chautauqua-Cattaraugus BOCES - Practical Nursing Program,2 Year,"Angola, NY",https://www.niche.com/colleges/erie-2-chautauqua-cattaraugus-boces---practical-nursing-program/
Franklin Technology - MSSU,2 Year,"Joplin, MO",https://www.niche.com/colleges/franklin-technology---mssu/
Kiamichi Technology Center - McAlester,2 Year,"McAlester, OK",https://www.niche.com/colleges/kiamichi-technology-center---mcalester/
North-West College - Glendale,2 Year,"Glendale, CA",https://www.niche.com/colleges/north-west-college---glendale/
Trinity College of Nursing & Health Sciences,4 Year,"Rock Island, IL",https://www.niche.com/colleges/trinity-college-of-nursing--and--health-sciences/
Colegio Educativo Tecnologico Industrial,2 Year,"Arecibo, PR",https://www.niche.com/colleges/colegio-educativo-tecnologico-industrial/
Daymar College - Columbus,2 Year,"Columbus, OH",https://www.niche.com/colleges/daymar-college---columbus/
Dorsey Business School - Waterford Pontiac,2 Year,"Pontiac, MI",https://www.niche.com/colleges/dorsey-business-school---waterford-pontiac/
"Rivertown School of Beauty, Barber, Skin Care & Nails",2 Year,"Columbus, GA",https://www.niche.com/colleges/rivertown-school-of-beauty-barber-skin-care--and--nails/
Sanford-Brown Institute - Pittsburgh,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/sanford-brown-institute---pittsburgh/
Beulah Heights University,4 Year,"Atlanta, GA",https://www.niche.com/colleges/beulah-heights-university/
Sebring Career School - Houston,2 Year,"Houston, TX",https://www.niche.com/colleges/sebring-career-school---houston/
Sh'or Yoshuv Rabbinical College,4 Year,"Lawrence, NY",https://www.niche.com/colleges/shor-yoshuv-rabbinical-college/
The Salon Professional Academy - The Villages,2 Year,"The Villages, FL",https://www.niche.com/colleges/the-salon-professional-academy---the-villages/
Jolie Hair & Beauty Academy - Northfield,2 Year,"Northfield, NJ",https://www.niche.com/colleges/jolie-hair--and--beauty-academy---northfield/
Milan Institute - Palm Desert,2 Year,"Palm Desert, CA",https://www.niche.com/colleges/milan-institute---palm-desert/
Academy of Cosmetology - Merritt Island,2 Year,"Merritt Island, FL",https://www.niche.com/colleges/academy-of-cosmetology---merritt-island/
Broadview University - West Jordan,4 Year,"West Jordan, UT",https://www.niche.com/colleges/broadview-university---west-jordan/
CET - Oxnard,2 Year,"Oxnard, CA",https://www.niche.com/colleges/cet---oxnard/
Crave Beauty Academy,2 Year,"Wichita, KS",https://www.niche.com/colleges/crave-beauty-academy/
Hamrick School,2 Year,"Medina, OH",https://www.niche.com/colleges/hamrick-school/
Jolie Hair & Beauty Academy - Wilkes-Barre,2 Year,"Wilkes Barre, PA",https://www.niche.com/colleges/jolie-hair--and--beauty-academy---wilkes-barre/
Lancaster Beauty School,2 Year,"Lancaster, CA",https://www.niche.com/colleges/lancaster-beauty-school/
Palm Beach Academy of Health & Beauty,2 Year,"Lake Park, FL",https://www.niche.com/colleges/palm-beach-academy-of-health--and--beauty/
Paul Mitchell the School - Phoenix,2 Year,"Phoenix, AZ",https://www.niche.com/colleges/paul-mitchell-the-school---phoenix/
Paul Mitchell the School - Wichita,2 Year,"Wichita, KS",https://www.niche.com/colleges/paul-mitchell-the-school---wichita/
Ross Medical Education Center - Lansing,2 Year,"Lansing, MI",https://www.niche.com/colleges/ross-medical-education-center---lansing/
SAE Institute of Technology - Miami,2 Year,"North Miami Beach, FL",https://www.niche.com/colleges/sae-institute-of-technology---miami/
Virginia International University,4 Year,"Fairfax, VA",https://www.niche.com/colleges/virginia-international-university/
Branford Hall Career Institute - Branford,2 Year,"Branford, CT",https://www.niche.com/colleges/branford-hall-career-institute---branford/
Branford Hall Career Institute - Southington,2 Year,"Southington, CT",https://www.niche.com/colleges/branford-hall-career-institute---southington/
Dorsey Business School - Saginaw,2 Year,"Saginaw, MI",https://www.niche.com/colleges/dorsey-business-school---saginaw/
Eastland-Fairfield Career & Technical Schools,2 Year,"Groveport, OH",https://www.niche.com/colleges/eastland-fairfield-career--and--technical-schools/
The Utah College of Dental Hygiene,4 Year,"Orem, UT",https://www.niche.com/colleges/the-utah-college-of-dental-hygiene/
Tri County Technology Center,2 Year,"Bartlesville, OK",https://www.niche.com/colleges/tri-county-technology-center/
University of Spa & Cosmetology Arts,2 Year,"Springfield, IL",https://www.niche.com/colleges/university-of-spa--and--cosmetology-arts/
Yeshiva of the Telshe Alumni - Adult Education,4 Year,"Riverdale, NY",https://www.niche.com/colleges/yeshiva-of-the-telshe-alumni---adult-education/
Atelier Esthetique Institute of Esthetics,2 Year,"New York, NY",https://www.niche.com/colleges/atelier-esthetique-institute-of-esthetics/
Paul Mitchell the School - Knoxville,2 Year,"Knoxville, TN",https://www.niche.com/colleges/paul-mitchell-the-school---knoxville/
Central Texas Beauty College - Round Rock,2 Year,"Round Rock, TX",https://www.niche.com/colleges/central-texas-beauty-college---round-rock/
Colorado Media School,2 Year,"Lakewood, CO",https://www.niche.com/colleges/colorado-media-school/
Delta College of Arts & Technology-Lafayette Campus,2 Year,"Lafayette, LA",https://www.niche.com/colleges/delta-college-of-arts--and--technology-lafayette-campus/
Mercy Hospital School of Nursing,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/mercy-hospital-school-of-nursing/
Rob Roy Academy - Worcester,2 Year,"Worcester, MA",https://www.niche.com/colleges/rob-roy-academy---worcester/
Tint School of Makeup & Cosmetology - Dallas,2 Year,"Grand Prairie, TX",https://www.niche.com/colleges/tint-school-of-makeup--and--cosmetology---dallas/
Alliant International University,4 Year,"San Diego, CA",https://www.niche.com/colleges/alliant-international-university/
CET - Soledad,2 Year,"Soledad, CA",https://www.niche.com/colleges/cet---soledad/
Texas Health School,2 Year,"Houston, TX",https://www.niche.com/colleges/texas-health-school/
Alhambra Beauty College,2 Year,"Alhambra, CA",https://www.niche.com/colleges/alhambra-beauty-college/
Empire Beauty School - Queens,2 Year,"Astoria, NY",https://www.niche.com/colleges/empire-beauty-school---queens/
Metro Beauty Academy,2 Year,"Allentown, PA",https://www.niche.com/colleges/metro-beauty-academy/
Professional Career Training Institute,2 Year,"Houston, TX",https://www.niche.com/colleges/professional-career-training-institute/
Ravenscroft Beauty College,2 Year,"Fort Wayne, IN",https://www.niche.com/colleges/ravenscroft-beauty-college/
Autry Technology Center,2 Year,"Enid, OK",https://www.niche.com/colleges/autry-technology-center/
Cankdeska Cikana Community College,2 Year,"Fort Totten, ND",https://www.niche.com/colleges/cankdeska-cikana-community-college/
Paul Mitchell the School - McLean,2 Year,"McLean, VA",https://www.niche.com/colleges/paul-mitchell-the-school---mclean/
Paul Mitchell the School - Michigan,2 Year,"Sterling Heights, MI",https://www.niche.com/colleges/paul-mitchell-the-school---michigan/
Sterling College - Vermont,4 Year,"Craftsbury Common, VT",https://www.niche.com/colleges/sterling-college---vermont/
Adrian's College of Beauty - Turlock,2 Year,"Turlock, CA",https://www.niche.com/colleges/adrians-college-of-beauty---turlock/
CCI Training Center,2 Year,"Arlington, TX",https://www.niche.com/colleges/cci-training-center/
Kenneth Shuler School of Cosmetology - Florence,2 Year,"Florence, SC",https://www.niche.com/colleges/kenneth-shuler-school-of-cosmetology---florence/
Aveda Institute - Provo,2 Year,"Provo, UT",https://www.niche.com/colleges/aveda-institute---provo/
Baptist University of the Americas,4 Year,"San Antonio, TX",https://www.niche.com/colleges/baptist-university-of-the-americas/
Purdue University Global - Cedar Falls Campus,4 Year,"Cedar Falls, IA",https://www.niche.com/colleges/purdue-university-global---cedar-falls-campus/
Venus Beauty Academy,2 Year,"Sharon Hill, PA",https://www.niche.com/colleges/venus-beauty-academy/
Wards Corner Beauty Academy - Norfolk,2 Year,"Norfolk, VA",https://www.niche.com/colleges/wards-corner-beauty-academy---norfolk/
Great Lakes Christian College,4 Year,"Lansing, MI",https://www.niche.com/colleges/great-lakes-christian-college/
RWM Fiber Optics,2 Year,"Carson, CA",https://www.niche.com/colleges/rwm-fiber-optics/
Remington College of Nursing - Orlando,4 Year,"Lake Mary, FL",https://www.niche.com/colleges/remington-college-of-nursing---orlando/
Stevens-Henager College - Idaho Falls,4 Year,"Idaho Falls, ID",https://www.niche.com/colleges/stevens-henager-college---idaho-falls/
Stevens-Henager College - St. George,4 Year,"St. George, UT",https://www.niche.com/colleges/stevens-henager-college---st-george/
Trumbull Career & Technical Center,2 Year,"Warren, OH",https://www.niche.com/colleges/trumbull-career--and--technical-center/
Atlanta Beauty & Barber Academy,2 Year,"Doraville, GA",https://www.niche.com/colleges/atlanta-beauty--and--barber-academy/
Beis Medrash Heichal Dovid,4 Year,"Far Rockaway, NY",https://www.niche.com/colleges/beis-medrash-heichal-dovid/
Institute of Beauty Careers,2 Year,"Arecibo, PR",https://www.niche.com/colleges/institute-of-beauty-careers/
Miami Ad School - New York,2 Year,"Astoria, NY",https://www.niche.com/colleges/miami-ad-school---new-york/
Wilkes-Barre Area Career & Technical Center - Practical Nursing,2 Year,"Wilkes Barre, PA",https://www.niche.com/colleges/wilkes-barre-area-career--and--technical-center---practical-nursing/
Cosmopolitan Beauty & Tech School,2 Year,"Annandale, VA",https://www.niche.com/colleges/cosmopolitan-beauty--and--tech-school/
Dorsey Business School - Southgate,2 Year,"Southgate, MI",https://www.niche.com/colleges/dorsey-business-school---southgate/
Illinois Media School - Chicago,2 Year,"Chicago, IL",https://www.niche.com/colleges/illinois-media-school---chicago/
Aultman College of Nursing & Health Sciences,4 Year,"Canton, OH",https://www.niche.com/colleges/aultman-college-of-nursing--and--health-sciences/
Brittany Beauty School - Levittown,2 Year,"Levittown, NY",https://www.niche.com/colleges/brittany-beauty-school---levittown/
Dawn Career Institute,2 Year,"Newark, DE",https://www.niche.com/colleges/dawn-career-institute/
International College of Beauty Arts & Sciences,2 Year,"Los Angeles, CA",https://www.niche.com/colleges/international-college-of-beauty-arts--and--sciences/
Kenneth Shuler School of Cosmetology - Greenville,2 Year,"Greenville, SC",https://www.niche.com/colleges/kenneth-shuler-school-of-cosmetology---greenville/
Laredo Beauty College,2 Year,"Laredo, TX",https://www.niche.com/colleges/laredo-beauty-college/
Garnet Career Center,2 Year,"Charleston, WV",https://www.niche.com/colleges/garnet-career-center/
Ohio Media School - Columbus,2 Year,"Columbus, OH",https://www.niche.com/colleges/ohio-media-school---columbus/
Empire Beauty School - Florence,2 Year,"Florence, KY",https://www.niche.com/colleges/empire-beauty-school---florence/
Empire Beauty School - Somersworth,2 Year,"Somersworth, NH",https://www.niche.com/colleges/empire-beauty-school---somersworth/
J Renee Career Facilitation,2 Year,"Elgin, IL",https://www.niche.com/colleges/j-renee-career-facilitation/
Nashville College of Medical Careers,2 Year,"Madison, TN",https://www.niche.com/colleges/nashville-college-of-medical-careers/
National Polytechnic College,2 Year,"Lakewood, CA",https://www.niche.com/colleges/national-polytechnic-college/
North Florida Cosmetology Institute,2 Year,"Tallahassee, FL",https://www.niche.com/colleges/north-florida-cosmetology-institute/
Ohio Medical Career Center,2 Year,"Dayton, OH",https://www.niche.com/colleges/ohio-medical-career-center/
Ross Medical Education Center - Ann Arbor,2 Year,"Ann Arbor, MI",https://www.niche.com/colleges/ross-medical-education-center---ann-arbor/
San Joaquin Valley College - Fresno Aviation,2 Year,"Fresno, CA",https://www.niche.com/colleges/san-joaquin-valley-college---fresno-aviation/
South Hills Beauty Academy,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/south-hills-beauty-academy/
St. Elizabeth Medical Center School of Radiography,2 Year,"Utica, NY",https://www.niche.com/colleges/st-elizabeth-medical-center-school-of-radiography/
Toni & Guy Hairdressing Academy - Atlanta,2 Year,"Marietta, GA",https://www.niche.com/colleges/toni--and--guy-hairdressing-academy---atlanta/
Worsham College of Mortuary Science,2 Year,"Wheeling, IL",https://www.niche.com/colleges/worsham-college-of-mortuary-science/
Antioch University Los Angeles,4 Year,"Culver City, CA",https://www.niche.com/colleges/antioch-university-los-angeles/
California Career School,2 Year,"Anaheim, CA",https://www.niche.com/colleges/california-career-school/
Capri Institute of Hair Design - Kenilworth,2 Year,"Kenilworth, NJ",https://www.niche.com/colleges/capri-institute-of-hair-design---kenilworth/
Crossroads College,4 Year,"Rochester, MN",https://www.niche.com/colleges/crossroads-college/
Empire Beauty School - Pineville,2 Year,"Charlotte, NC",https://www.niche.com/colleges/empire-beauty-school---pineville/
Genesee Valley BOCES - Practical Nursing Program,2 Year,"Batavia, NY",https://www.niche.com/colleges/genesee-valley-boces---practical-nursing-program/
John Wesley International Barber & Beauty College,2 Year,"Long Beach, CA",https://www.niche.com/colleges/john-wesley-international-barber--and--beauty-college/
Keune Academy by 124,2 Year,"Lawrenceville, GA",https://www.niche.com/colleges/keune-academy-by-124/
Nouvelle Institute,2 Year,"Miami, FL",https://www.niche.com/colleges/nouvelle-institute/
Paul Mitchell the School - Fayetteville AR,2 Year,"Fayetteville, AR",https://www.niche.com/colleges/paul-mitchell-the-school---fayetteville-ar/
Rabbi Jacob Joseph School - Adult Education,4 Year,"Edison, NJ",https://www.niche.com/colleges/rabbi-jacob-joseph-school---adult-education/
The Salon Professional Academy - Kokomo,2 Year,"Kokomo, IN",https://www.niche.com/colleges/the-salon-professional-academy---kokomo/
Sierra College of Beauty,2 Year,"Merced, CA",https://www.niche.com/colleges/sierra-college-of-beauty/
Tricoci University of Beauty Culture - Rockford,2 Year,"Rockford, IL",https://www.niche.com/colleges/tricoci-university-of-beauty-culture---rockford/
Aaniiih Nakoda College,2 Year,"Harlem, MT",https://www.niche.com/colleges/aaniiih-nakoda-college/
Ashtabula County Technical & Career Campus,2 Year,"Jefferson, OH",https://www.niche.com/colleges/ashtabula-county-technical--and--career-campus/
Columbia College of Nursing,4 Year,"Glendale, WI",https://www.niche.com/colleges/columbia-college-of-nursing/
Empire Beauty School - Gwinnett,2 Year,"Lawrenceville, GA",https://www.niche.com/colleges/empire-beauty-school---gwinnett/
Glen Dow Academy of Hair Design,2 Year,"Spokane, WA",https://www.niche.com/colleges/glen-dow-academy-of-hair-design/
Universal Therapeutic Massage Institute,2 Year,"Albuquerque, NM",https://www.niche.com/colleges/universal-therapeutic-massage-institute/
Visible Music College,4 Year,"Memphis, TN",https://www.niche.com/colleges/visible-music-college/
American Medical Sciences Center,2 Year,"Glendale, CA",https://www.niche.com/colleges/american-medical-sciences-center/
Grabber School of Hair Design,2 Year,"St. Louis, MO",https://www.niche.com/colleges/grabber-school-of-hair-design/
International College of Cosmetology,2 Year,"Oakland, CA",https://www.niche.com/colleges/international-college-of-cosmetology/
Moore Career College,2 Year,"Baton Rouge, LA",https://www.niche.com/colleges/moore-career-college/
Paul Mitchell the School - Birmingham,2 Year,"Hoover, AL",https://www.niche.com/colleges/paul-mitchell-the-school---birmingham/
St. John's College of Nursing,4 Year,"Springfield, IL",https://www.niche.com/colleges/st-johns-college-of-nursing/
Yeshiva Gedolah Imrei Yosef D'spinka,4 Year,"Brooklyn, NY",https://www.niche.com/colleges/yeshiva-gedolah-imrei-yosef-dspinka/
Bais Medrash Toras Chesed,4 Year,"Lakewood, NJ",https://www.niche.com/colleges/bais-medrash-toras-chesed/
Michigan College of Beauty - Monroe,2 Year,"Monroe, MI",https://www.niche.com/colleges/michigan-college-of-beauty---monroe/
Milan Institute of Cosmetology - La Quinta,2 Year,"La Quinta, CA",https://www.niche.com/colleges/milan-institute-of-cosmetology---la-quinta/
PC Age Computer Training School - Edison,2 Year,"Iselin, NJ",https://www.niche.com/colleges/pc-age-computer-training-school---edison/
Queen City College,2 Year,"Clarksville, TN",https://www.niche.com/colleges/queen-city-college/
The Salter School of Nursing & Allied Health,2 Year,"Manchester, NH",https://www.niche.com/colleges/the-salter-school-of-nursing--and--allied-health/
Tint School of Makeup & Cosmetology - Irving,2 Year,"Irving, TX",https://www.niche.com/colleges/tint-school-of-makeup--and--cosmetology---irving/
American Professional Institute - Riverside,2 Year,"Macon, GA",https://www.niche.com/colleges/american-professional-institute---riverside/
Charlotte Christian College and Theological Seminary,4 Year,"Charlotte, NC",https://www.niche.com/colleges/charlotte-christian-college-and-theological-seminary/
Empire Beauty School - Wyoming Valley,2 Year,"Moosic, PA",https://www.niche.com/colleges/empire-beauty-school---wyoming-valley/
Paul Mitchell the School - Normal,2 Year,"Normal, IL",https://www.niche.com/colleges/paul-mitchell-the-school---normal/
Ross Medical Education Center - Cincinnati,2 Year,"Cincinnati, OH",https://www.niche.com/colleges/ross-medical-education-center---cincinnati/
Shear Excellence Hair Academy,2 Year,"Tampa, FL",https://www.niche.com/colleges/shear-excellence-hair-academy/
The Beauty Institute - Ambler,2 Year,"Ambler, PA",https://www.niche.com/colleges/the-beauty-institute---ambler/
Angeles Institute,2 Year,"Artesia, CA",https://www.niche.com/colleges/angeles-institute/
Empire Beauty School - Bloomington,2 Year,"Bloomington, MN",https://www.niche.com/colleges/empire-beauty-school---bloomington/
Joe Kubert School of Cartoon & Graphic Art,2 Year,"Dover, NJ",https://www.niche.com/colleges/joe-kubert-school-of-cartoon--and--graphic-art/
Manhattan Institute,2 Year,"New York, NY",https://www.niche.com/colleges/manhattan-institute/
Milan Institute of Cosmetology - San Antonio Military,2 Year,"San Antonio, TX",https://www.niche.com/colleges/milan-institute-of-cosmetology---san-antonio-military/
Purdue University Global - Hagerstown Campus,4 Year,"Hagerstown, MD",https://www.niche.com/colleges/purdue-university-global---hagerstown-campus/
Raphael's School of Beauty Culture - Boardman,2 Year,"Boardman, OH",https://www.niche.com/colleges/raphaels-school-of-beauty-culture---boardman/
Sherrill's University of Barber and Cosmetology,2 Year,"Raleigh, NC",https://www.niche.com/colleges/sherrills-university-of-barber-and-cosmetology/
Summit Salon Academy - Tacoma,2 Year,"Tacoma, WA",https://www.niche.com/colleges/summit-salon-academy---tacoma/
Utica School of Commerce,2 Year,"Utica, NY",https://www.niche.com/colleges/utica-school-of-commerce/
Ann Arbor Institute of Massage Therapy,2 Year,"Ann Arbor, MI",https://www.niche.com/colleges/ann-arbor-institute-of-massage-therapy/
Empire Beauty School - Brooklyn,2 Year,"Brooklyn, NY",https://www.niche.com/colleges/empire-beauty-school---brooklyn/
Hawaii Institute of Hair Design,2 Year,"Honolulu, HI",https://www.niche.com/colleges/hawaii-institute-of-hair-design/
Minnesota School of Business - Waite Park,4 Year,"Waite Park, MN",https://www.niche.com/colleges/minnesota-school-of-business---waite-park/
PCI Academy - Ames,2 Year,"Ames, IA",https://www.niche.com/colleges/pci-academy---ames/
Paul Mitchell the School - Indianapolis,2 Year,"Indianapolis, IN",https://www.niche.com/colleges/paul-mitchell-the-school---indianapolis/
Paul Mitchell the School - Springfield,2 Year,"Springfield, MO",https://www.niche.com/colleges/paul-mitchell-the-school---springfield/
Pomona Unified School District Adult & Career Education,2 Year,"Pomona, CA",https://www.niche.com/colleges/pomona-unified-school-district-adult--and--career-education/
Professional Electrical School,2 Year,"Manati, PR",https://www.niche.com/colleges/professional-electrical-school/
SAE Institute of Technology - New York,2 Year,"New York, NY",https://www.niche.com/colleges/sae-institute-of-technology---new-york/
Creative Images Institute of Cosmetology - South Dayton,2 Year,"Dayton, OH",https://www.niche.com/colleges/creative-images-institute-of-cosmetology---south-dayton/
Future-Tech Institute,2 Year,"Miami, FL",https://www.niche.com/colleges/future-tech-institute/
Healing Mountain Massage School,2 Year,"Salt Lake City, UT",https://www.niche.com/colleges/healing-mountain-massage-school/
Hebrew Theological College,4 Year,"Skokie, IL",https://www.niche.com/colleges/hebrew-theological-college/
Millennia Atlantic University,4 Year,"Doral, FL",https://www.niche.com/colleges/millennia-atlantic-university/
New Beginning College of Cosmetology,2 Year,"Albertville, AL",https://www.niche.com/colleges/new-beginning-college-of-cosmetology/
Northwest College of Art & Design,4 Year,"Tacoma, WA",https://www.niche.com/colleges/northwest-college-of-art--and--design/
Prism Career Institute - Philadelphia,2 Year,"Philadelphia, PA",https://www.niche.com/colleges/prism-career-institute---philadelphia/
Ross Medical Education Center - Ontario,2 Year,"Ontario, OH",https://www.niche.com/colleges/ross-medical-education-center---ontario/
William Moore College of Technology,2 Year,"Memphis, TN",https://www.niche.com/colleges/william-moore-college-of-technology/
Yeshiva Derech Chaim,4 Year,"Brooklyn, NY",https://www.niche.com/colleges/yeshiva-derech-chaim/
Award Beauty School,2 Year,"Hagerstown, MD",https://www.niche.com/colleges/award-beauty-school/
CET - El Paso,2 Year,"El Paso, TX",https://www.niche.com/colleges/cet---el-paso/
D.A. Dorsey Educational Center,2 Year,"Miami, FL",https://www.niche.com/colleges/da-dorsey-educational-center/
Elite Cosmetology School,2 Year,"Yucca Valley, CA",https://www.niche.com/colleges/elite-cosmetology-school/
Empire Beauty School - Milwaukee,2 Year,"Milwaukee, WI",https://www.niche.com/colleges/empire-beauty-school---milwaukee/
Empire Beauty School - Monroeville,2 Year,"Monroeville, PA",https://www.niche.com/colleges/empire-beauty-school---monroeville/
Kenneth Shuler School of Cosmetology - Columbia East,2 Year,"Columbia, SC",https://www.niche.com/colleges/kenneth-shuler-school-of-cosmetology---columbia-east/
Model College of Hair Design,2 Year,"Saint Cloud, MN",https://www.niche.com/colleges/model-college-of-hair-design/
Omega Studios' School of Applied Recording Arts & Sciences,2 Year,"Rockville, MD",https://www.niche.com/colleges/omega-studios-school-of-applied-recording-arts--and--sciences/
The Salon Professional Academy - Great Falls,2 Year,"Great Falls, MT",https://www.niche.com/colleges/the-salon-professional-academy---great-falls/
Unitech Training Academy - Alexandria,2 Year,"Alexandria, LA",https://www.niche.com/colleges/unitech-training-academy---alexandria/
Yeshiva Shaar Hatorah - Adult Education,4 Year,"Kew Gardens, NY",https://www.niche.com/colleges/yeshiva-shaar-hatorah---adult-education/
Denham Springs Beauty School,2 Year,"Denham Springs, LA",https://www.niche.com/colleges/denham-springs-beauty-school/
Empire Beauty School - East Memphis,2 Year,"Memphis, TN",https://www.niche.com/colleges/empire-beauty-school---east-memphis/
Shore Beauty School,2 Year,"Egg Harbor Township, NJ",https://www.niche.com/colleges/shore-beauty-school/
Strayer University - New Jersey,4 Year,"Cherry Hill, NJ",https://www.niche.com/colleges/strayer-university---new-jersey/
Western Technology Center,2 Year,"Burns Flat, OK",https://www.niche.com/colleges/western-technology-center/
Capitol School of Hairstyling & Esthetics,2 Year,"Omaha, NE",https://www.niche.com/colleges/capitol-school-of-hairstyling--and--esthetics/
Career Quest Learning Center - Kalamazoo,2 Year,"Kalamazoo, MI",https://www.niche.com/colleges/career-quest-learning-center---kalamazoo/
Centura College - Virginia Beach,4 Year,"Virginia Beach, VA",https://www.niche.com/colleges/centura-college---virginia-beach/
Cosmetology Training Center,2 Year,"Lafayette, LA",https://www.niche.com/colleges/cosmetology-training-center/
Empire Beauty School - Elizabethtown,2 Year,"Elizabethtown, KY",https://www.niche.com/colleges/empire-beauty-school---elizabethtown/
MediaTech Institute - Houston,2 Year,"Houston, TX",https://www.niche.com/colleges/mediatech-institute---houston/
Milan Institute - Nampa,2 Year,"Boise, ID",https://www.niche.com/colleges/milan-institute---nampa/
Ogle School - Denton,2 Year,"Denton, TX",https://www.niche.com/colleges/ogle-school---denton/
Phagans' Central Oregon Beauty College,2 Year,"Bend, OR",https://www.niche.com/colleges/phagans-central-oregon-beauty-college/
SouthWest Skill Center,2 Year,"Avondale, AZ",https://www.niche.com/colleges/southwest-skill-center/
Taylor Andrews Academy of Hair Design - West Jordan,2 Year,"West Jordan, UT",https://www.niche.com/colleges/taylor-andrews-academy-of-hair-design---west-jordan/
United States University,4 Year,"San Diego, CA",https://www.niche.com/colleges/united-states-university/
Caddo Kiowa Technology Center,2 Year,"Fort Cobb, OK",https://www.niche.com/colleges/caddo-kiowa-technology-center/
Good Samaritan College of Nursing & Health Science,4 Year,"Cincinnati, OH",https://www.niche.com/colleges/good-samaritan-college-of-nursing--and--health-science/
Neighborhood Playhouse School of the Theater,2 Year,"New York City, NY",https://www.niche.com/colleges/neighborhood-playhouse-school-of-the-theater/
PJ's College of Cosmetology - Clarksville,2 Year,"Clarksville, IN",https://www.niche.com/colleges/pjs-college-of-cosmetology---clarksville/
Paul Mitchell the School - Provo,2 Year,"Provo, UT",https://www.niche.com/colleges/paul-mitchell-the-school---provo/
Quality Technical & Beauty College,2 Year,"Bayamon, PR",https://www.niche.com/colleges/quality-technical--and--beauty-college/
The Salon Professional Academy - St. Charles,2 Year,"St. Charles, MO",https://www.niche.com/colleges/the-salon-professional-academy---st-charles/
Universidad Central Del Caribe,4 Year,"Bayamon, PR",https://www.niche.com/colleges/universidad-central-del-caribe/
Webb Institute,4 Year,"Glen Cove, NY",https://www.niche.com/colleges/webb-institute/
Colorado Academy of Veterinary Technology,2 Year,"Colorado Springs, CO",https://www.niche.com/colleges/colorado-academy-of-veterinary-technology/
Tricoci University of Beauty Culture - Libertyville,2 Year,"Libertyville, IL",https://www.niche.com/colleges/tricoci-university-of-beauty-culture---libertyville/
American Health Institute,2 Year,"Port Richey, FL",https://www.niche.com/colleges/american-health-institute/
Avalon School of Cosmetology - Layton,2 Year,"Layton, UT",https://www.niche.com/colleges/avalon-school-of-cosmetology---layton/
